1,1,163,3,4,2003,1,7,9,4
2,1,163,1,4,2003,2,3,5,2
3,1,163,1,4,2003,3,9,10,7
4,1,163,1,4,2003,4,4,7,2
5,1,163,3,4,2004,1,9,11,6
6,1,163,2,4,2004,2,10,13,7
7,1,163,2,4,2004,3,6,7,4
8,1,163,3,4,2004,4,7,10,4
9,1,163,1,4,2005,1,8,9,5
10,1,163,1,4,2005,2,4,7,2
11,1,163,1,4,2005,3,9,11,6
12,1,163,1,4,2005,4,1,3,0
13,1,163,2,4,2006,1,2,5,0
14,1,163,2,4,2006,2,3,6,2
15,1,163,2,4,2006,3,8,11,7
16,1,163,3,4,2006,4,1,4,0
17,1,163,1,4,2007,1,3,5,1
18,1,163,2,4,2007,2,6,8,3
19,1,163,3,4,2007,3,4,7,3
20,1,163,1,4,2007,4,1,3,0
21,1,163,3,4,2008,1,9,11,6
22,1,163,3,4,2008,2,10,12,8
23,1,163,1,4,2008,3,8,11,7
24,1,163,1,4,2008,4,10,13,7
25,1,163,3,4,2009,1,9,11,8
26,1,163,2,4,2009,2,1,3,0
27,1,163,2,4,2009,3,8,10,7
28,1,163,2,4,2009,4,3,5,2
29,1,163,1,4,2010,1,2,3,0
30,1,163,2,4,2010,2,8,11,7
31,1,163,3,4,2010,3,3,6,0
32,1,163,3,4,2010,4,6,7,5
33,1,163,1,4,2011,1,10,13,8
34,1,163,1,4,2011,2,4,5,3
35,1,163,3,4,2011,3,9,10,8
36,1,163,1,4,2011,4,5,6,4
37,1,163,3,4,2012,1,10,12,9
38,1,163,3,4,2012,2,5,8,4
39,1,163,2,4,2012,3,2,3,1
40,1,163,2,4,2012,4,7,8,4
41,1,163,1,5,2003,1,13,15,10
42,1,163,2,5,2003,2,19,20,16
43,1,163,2,5,2003,3,10,13,8
44,1,163,2,5,2003,4,11,12,8
45,1,163,2,5,2004,1,4,7,1
46,1,163,1,5,2004,2,11,14,9
47,1,163,3,5,2004,3,7,10,4
48,1,163,3,5,2004,4,9,12,7
49,1,163,3,5,2005,1,19,21,18
50,1,163,3,5,2005,2,3,4,1
51,1,163,3,5,2005,3,11,14,10
52,1,163,3,5,2005,4,6,7,4
53,1,163,2,5,2006,1,10,13,8
54,1,163,1,5,2006,2,16,19,13
55,1,163,1,5,2006,3,15,16,14
56,1,163,2,5,2006,4,14,17,12
57,1,163,3,5,2007,1,9,10,6
58,1,163,3,5,2007,2,1,2,0
59,1,163,2,5,2007,3,13,14,10
60,1,163,2,5,2007,4,14,17,11
61,1,163,2,5,2008,1,11,14,8
62,1,163,2,5,2008,2,19,21,18
63,1,163,3,5,2008,3,13,14,12
64,1,163,3,5,2008,4,19,20,17
65,1,163,2,5,2009,1,16,17,13
66,1,163,1,5,2009,2,9,11,7
67,1,163,3,5,2009,3,20,23,19
68,1,163,2,5,2009,4,18,21,17
69,1,163,3,5,2010,1,12,15,11
70,1,163,1,5,2010,2,4,7,1
71,1,163,3,5,2010,3,14,16,12
72,1,163,2,5,2010,4,16,18,14
73,1,163,1,5,2011,1,7,10,4
74,1,163,3,5,2011,2,5,7,3
75,1,163,3,5,2011,3,15,18,12
76,1,163,1,5,2011,4,14,15,11
77,1,163,3,5,2012,1,15,18,13
78,1,163,1,5,2012,2,14,15,13
79,1,163,3,5,2012,3,18,21,17
80,1,163,2,5,2012,4,16,18,13
81,1,163,1,6,2003,1,176,178,174
82,1,163,2,6,2003,2,143,146,140
83,1,163,3,6,2003,3,68,71,67
84,1,163,2,6,2003,4,195,197,194
85,1,163,3,6,2004,1,11,14,8
86,1,163,2,6,2004,2,36,38,33
87,1,163,2,6,2004,3,108,110,105
88,1,163,1,6,2004,4,4,7,1
89,1,163,3,6,2005,1,157,159,156
90,1,163,2,6,2005,2,55,56,53
91,1,163,3,6,2005,3,82,84,81
92,1,163,3,6,2005,4,46,48,43
93,1,163,2,6,2006,1,145,146,142
94,1,163,2,6,2006,2,73,76,70
95,1,163,2,6,2006,3,36,38,33
96,1,163,3,6,2006,4,181,184,179
97,1,163,2,6,2007,1,78,81,75
98,1,163,1,6,2007,2,189,191,188
99,1,163,2,6,2007,3,42,45,41
100,1,163,1,6,2007,4,134,135,132
101,1,163,2,6,2008,1,59,61,57
102,1,163,1,6,2008,2,26,29,25
103,1,163,3,6,2008,3,42,45,41
104,1,163,3,6,2008,4,7,8,4
105,1,163,1,6,2009,1,134,137,133
106,1,163,2,6,2009,2,38,39,37
107,1,163,1,6,2009,3,163,166,160
108,1,163,2,6,2009,4,37,40,35
109,1,163,2,6,2010,1,10,11,9
110,1,163,3,6,2010,2,9,11,8
111,1,163,1,6,2010,3,96,98,94
112,1,163,3,6,2010,4,149,152,148
113,1,163,3,6,2011,1,115,118,112
114,1,163,2,6,2011,2,102,104,99
115,1,163,3,6,2011,3,108,110,107
116,1,163,2,6,2011,4,118,119,116
117,1,163,3,6,2012,1,109,112,108
118,1,163,2,6,2012,2,13,15,11
119,1,163,2,6,2012,3,196,198,195
120,1,163,1,6,2012,4,68,69,67
121,1,163,1,7,2003,1,18,20,16
122,1,163,1,7,2003,2,8,10,6
123,1,163,3,7,2003,3,10,13,7
124,1,163,3,7,2003,4,20,23,18
125,1,163,1,7,2004,1,5,8,2
126,1,163,1,7,2004,2,5,8,2
127,1,163,2,7,2004,3,15,17,14
128,1,163,2,7,2004,4,3,5,0
129,1,163,1,7,2005,1,15,18,13
130,1,163,3,7,2005,2,12,15,9
131,1,163,1,7,2005,3,2,5,0
132,1,163,3,7,2005,4,18,19,16
133,1,163,1,7,2006,1,20,22,17
134,1,163,1,7,2006,2,20,23,19
135,1,163,2,7,2006,3,19,22,18
136,1,163,3,7,2006,4,9,10,6
137,1,163,3,7,2007,1,10,11,7
138,1,163,1,7,2007,2,11,12,8
139,1,163,1,7,2007,3,10,11,9
140,1,163,1,7,2007,4,10,11,7
141,1,163,2,7,2008,1,6,7,5
142,1,163,3,7,2008,2,3,5,1
143,1,163,3,7,2008,3,3,6,2
144,1,163,3,7,2008,4,13,16,11
145,1,163,1,7,2009,1,9,12,6
146,1,163,1,7,2009,2,6,9,4
147,1,163,1,7,2009,3,9,12,6
148,1,163,3,7,2009,4,13,16,12
149,1,163,1,7,2010,1,12,15,10
150,1,163,1,7,2010,2,19,20,17
151,1,163,2,7,2010,3,12,13,11
152,1,163,2,7,2010,4,12,14,11
153,1,163,3,7,2011,1,1,3,0
154,1,163,3,7,2011,2,2,3,0
155,1,163,3,7,2011,3,4,6,2
156,1,163,2,7,2011,4,15,16,12
157,1,163,3,7,2012,1,13,15,10
158,1,163,2,7,2012,2,9,10,7
159,1,163,1,7,2012,3,14,16,13
160,1,163,1,7,2012,4,7,8,6
161,1,163,2,8,2003,1,4,7,2
162,1,163,1,8,2003,2,30,32,28
163,1,163,1,8,2003,3,16,18,13
164,1,163,3,8,2003,4,6,7,4
165,1,163,1,8,2004,1,4,5,2
166,1,163,3,8,2004,2,5,6,3
167,1,163,1,8,2004,3,13,16,10
